Detailed Statistics Departures  
Origin Airport: Newark, NJ: Newark Liberty International (EWR)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","12/17/2019","0123","N717FR","SJU","12:32"
"F9","12/17/2019","1259","N354FR","MCO","07:26"
"F9","12/17/2019","1261","N338FR","MCO","14:16"
"F9","12/17/2019","1531","N228FR","ATL","11:20"
"F9","12/17/2019","2183","N312FR","LAS","08:59"
"F9","12/17/2019","2959","N341FR","MIA","12:29"
"F9","12/17/2019","2961","N308FR","MIA","06:06"
"F9","12/17/2019","2963","N338FR","PBI","06:13"
"F9","12/17/2019","2967","N347FR","PHX","13:51"
"F9","12/17/2021","0123","N382FR","SJU","07:50"
"F9","12/17/2021","1259","N344FR","MCO","06:06"
"F9","12/17/2021","1531","N358FR","ATL","14:42"
"F9","12/17/2021","2135","N352FR","DFW","11:41"
"F9","12/17/2021","2555","N351FR","TPA","11:45"
"F9","12/17/2021","2959","N310FR","MIA","14:18"
"F9","12/17/2021","2963","N206FR","PBI","14:19"
"F9","12/18/2019","0123","N717FR","SJU","13:36"
"F9","12/18/2019","1259","N211FR","MCO","07:24"
"F9","12/18/2019","1261","N316FR","MCO","13:46"
"F9","12/18/2019","1531","N346FR","ATL","12:35"
"F9","12/18/2019","2183","N334FR","LAS","06:01"
"F9","12/18/2019","2959","N223FR","MIA","12:22"
"F9","12/18/2019","2961","N363FR","MIA","07:47"
"F9","12/18/2019","2963","N316FR","PBI","05:44"
"F9","12/18/2019","2967","N353FR","PHX","13:27"
"F9","12/18/2021","0123","N328FR","SJU","07:05"
"F9","12/18/2021","1259","N350FR","MCO","06:05"
"F9","12/18/2021","1531","N338FR","ATL","13:33"
"F9","12/18/2021","2135","","DFW","00:00"
"F9","12/18/2021","2555","N366FR","TPA","11:23"
"F9","12/18/2021","2959","N324FR","MIA","12:21"
"F9","12/18/2021","2963","N318FR","PBI","13:46"
"F9","12/19/2019","0123","N712FR","SJU","12:49"
"F9","12/19/2019","1259","N343FR","MCO","08:24"
"F9","12/19/2019","1261","N205FR","MCO","14:11"
"F9","12/19/2019","1531","N330FR","ATL","11:18"
"F9","12/19/2019","2183","N323FR","LAS","08:13"
"F9","12/19/2019","2959","N313FR","MIA","13:03"
"F9","12/19/2019","2961","N223FR","MIA","06:42"
"F9","12/19/2019","2963","N211FR","PBI","05:47"
"F9","12/19/2019","2967","N211FR","PHX","13:58"
"F9","12/19/2021","0123","N709FR","SJU","07:34"
"F9","12/19/2021","1259","N358FR","MCO","05:40"
"F9","12/19/2021","1261","N386FR","MCO","13:38"
"F9","12/19/2021","1531","N206FR","ATL","13:49"
"F9","12/19/2021","2135","N350FR","DFW","10:54"
"F9","12/19/2021","2555","N346FR","TPA","12:20"
"F9","12/19/2021","2959","N336FR","MIA","13:27"
"F9","12/19/2021","2963","N339FR","PBI","17:37"
"F9","12/20/2019","0123","N704FR","SJU","14:03"
"F9","12/20/2019","1259","N337FR","MCO","07:29"
"F9","12/20/2019","1261","N313FR","MCO","15:11"
"F9","12/20/2019","1531","N338FR","ATL","11:41"
"F9","12/20/2019","2183","N360FR","LAS","06:06"
"F9","12/20/2019","2959","N307FR","MIA","12:56"
"F9","12/20/2019","2961","N341FR","MIA","07:43"
"F9","12/20/2019","2963","N313FR","PBI","05:43"
"F9","12/20/2019","2967","N326FR","PHX","13:45"
"F9","12/20/2021","0123","N229FR","SJU","08:26"
"F9","12/20/2021","1259","N371FR","MCO","05:29"
"F9","12/20/2021","1531","N344FR","ATL","13:47"
"F9","12/20/2021","2135","N213FR","DFW","11:45"
"F9","12/20/2021","2555","N378FR","TPA","11:54"
"F9","12/20/2021","2959","N328FR","MIA","13:02"
"F9","12/20/2021","2963","N236FR","PBI","14:24"
"F9","12/21/2019","0123","N723FR","SJU","13:07"
"F9","12/21/2019","1259","N337FR","MCO","07:58"
"F9","12/21/2019","1261","N307FR","MCO","14:41"
"F9","12/21/2019","1531","N303FR","ATL","11:27"
"F9","12/21/2019","2183","N358FR","LAS","06:28"
"F9","12/21/2019","2959","N316FR","MIA","12:48"
"F9","12/21/2019","2961","N323FR","MIA","08:43"
"F9","12/21/2019","2963","N307FR","PBI","05:44"
"F9","12/21/2019","2967","N317FR","PHX","13:43"
"F9","12/21/2021","0123","N704FR","SJU","06:59"
"F9","12/21/2021","1259","N350FR","MCO","05:47"
"F9","12/21/2021","1261","N708FR","MCO","14:36"
"F9","12/21/2021","1531","N323FR","ATL","14:19"
"F9","12/21/2021","2135","N364FR","DFW","12:10"
"F9","12/21/2021","2555","N312FR","TPA","11:27"
"F9","12/21/2021","2959","","MIA","00:00"
"F9","12/21/2021","2963","N368FR","PBI","14:28"
"F9","12/22/2019","0123","N719FR","SJU","12:32"
"F9","12/22/2019","1259","N323FR","MCO","09:30"
"F9","12/22/2019","1261","N346FR","MCO","14:17"
"F9","12/22/2019","1531","N335FR","ATL","11:25"
"F9","12/22/2019","2183","N310FR","LAS","08:48"
"F9","12/22/2019","2959","N230FR","MIA","12:52"
"F9","12/22/2019","2961","N316FR","MIA","06:52"
"F9","12/22/2019","2963","N346FR","PBI","06:55"
"F9","12/22/2019","2967","N236FR","PHX","14:18"
"F9","12/22/2021","0123","N705FR","SJU","07:20"
"F9","12/22/2021","1259","N216FR","MCO","05:34"
"F9","12/22/2021","1261","N328FR","MCO","14:58"
"F9","12/22/2021","1531","N323FR","ATL","13:14"
"F9","12/22/2021","2135","N227FR","DFW","10:56"
"F9","12/22/2021","2555","N378FR","TPA","11:25"
"F9","12/22/2021","2959","N303FR","MIA","12:34"
"F9","12/22/2021","2963","N716FR","PBI","14:08"
"F9","12/23/2019","0123","N720FR","SJU","12:38"
"F9","12/23/2019","1259","N362FR","MCO","08:15"
"F9","12/23/2019","1261","N354FR","MCO","14:12"
"F9","12/23/2019","1531","N210FR","ATL","11:27"
"F9","12/23/2019","2183","N230FR","LAS","06:15"
"F9","12/23/2019","2959","N213FR","MIA","12:40"
"F9","12/23/2019","2961","N238FR","MIA","07:22"
"F9","12/23/2019","2963","N354FR","PBI","05:39"
"F9","12/23/2019","2967","N342FR","PHX","13:52"
"F9","12/23/2021","0123","N715FR","SJU","07:23"
"F9","12/23/2021","1259","N309FR","MCO","05:56"
"F9","12/23/2021","1261","N378FR","MCO","14:23"
"F9","12/23/2021","1531","N362FR","ATL","13:21"
"F9","12/23/2021","2135","N233FR","DFW","10:53"
"F9","12/23/2021","2959","N236FR","MIA","13:34"
"F9","12/23/2021","2963","N368FR","PBI","14:43"
"F9","12/24/2019","0123","N719FR","SJU","13:51"
"F9","12/24/2019","1259","N238FR","MCO","07:18"
"F9","12/24/2019","1261","N309FR","MCO","13:27"
"F9","12/24/2019","1531","N330FR","ATL","11:34"
"F9","12/24/2019","2183","N360FR","LAS","07:54"
"F9","12/24/2019","2959","N363FR","MIA","12:44"
"F9","12/24/2019","2961","N213FR","MIA","05:52"
"F9","12/24/2019","2963","N309FR","PBI","05:39"
"F9","12/24/2019","2967","N232FR","PHX","13:53"
"F9","12/24/2021","0123","N712FR","SJU","14:48"
"F9","12/24/2021","1259","N238FR","MCO","06:42"
"F9","12/24/2021","1261","N377FR","MCO","13:53"
"F9","12/24/2021","1531","N317FR","ATL","14:35"
"F9","12/24/2021","2135","N379FR","DFW","11:09"
"F9","12/24/2021","2555","N368FR","TPA","13:08"
"F9","12/24/2021","2959","N386FR","MIA","12:59"
"F9","12/24/2021","2963","N378FR","PBI","14:37"
"F9","12/25/2019","0123","N721FR","SJU","12:43"
"F9","12/25/2019","1259","N360FR","MCO","07:11"
"F9","12/25/2019","1261","N359FR","MCO","13:32"
"F9","12/25/2019","1531","N331FR","ATL","11:26"
"F9","12/25/2019","2183","N363FR","LAS","05:52"
"F9","12/25/2019","2959","N332FR","MIA","12:20"
"F9","12/25/2019","2961","N326FR","MIA","07:28"
"F9","12/25/2019","2963","N359FR","PBI","05:37"
"F9","12/25/2019","2967","N309FR","PHX","13:23"
"F9","12/25/2021","0123","N701FR","SJU","07:05"
"F9","12/25/2021","1259","N720FR","MCO","05:45"
"F9","12/25/2021","1531","","ATL","00:00"
"F9","12/25/2021","2135","N228FR","DFW","10:54"
"F9","12/25/2021","2963","N375FR","PBI","13:23"
"F9","12/26/2019","0123","N711FR","SJU","12:41"
"F9","12/26/2019","1259","N362FR","MCO","07:20"
"F9","12/26/2019","1261","N338FR","MCO","13:25"
"F9","12/26/2019","1531","N202FR","ATL","11:28"
"F9","12/26/2019","2183","N223FR","LAS","10:35"
"F9","12/26/2019","2959","N346FR","MIA","13:05"
"F9","12/26/2019","2961","N201FR","MIA","06:25"
"F9","12/26/2019","2963","N332FR","PBI","05:49"
"F9","12/26/2019","2967","N332FR","PHX","14:27"
"F9","12/26/2021","0123","N712FR","SJU","06:59"
"F9","12/26/2021","1259","N332FR","MCO","05:41"
"F9","12/26/2021","1261","N371FR","MCO","14:34"
"F9","12/26/2021","1531","N227FR","ATL","13:25"
"F9","12/26/2021","2135","N207FR","DFW","10:57"
"F9","12/26/2021","2555","N361FR","TPA","11:56"
"F9","12/26/2021","2959","N356FR","MIA","16:14"
"F9","12/26/2021","2963","","PBI","00:00"
"F9","12/26/2021","7001","N229FR","ATL","16:34"
"F9","12/27/2019","0123","N716FR","SJU","12:55"
"F9","12/27/2019","1259","N354FR","MCO","08:40"
"F9","12/27/2019","1261","N359FR","MCO","13:29"
"F9","12/27/2019","1531","N364FR","ATL","11:11"
"F9","12/27/2019","2183","N346FR","LAS","05:56"
"F9","12/27/2019","2959","N201FR","MIA","13:03"
"F9","12/27/2019","2961","N238FR","MIA","07:18"
"F9","12/27/2019","2963","N301FR","PBI","05:31"
"F9","12/27/2019","2967","N301FR","PHX","14:04"
"F9","12/27/2021","0123","N720FR","SJU","07:49"
"F9","12/27/2021","1259","N341FR","MCO","05:25"
"F9","12/27/2021","1261","N352FR","MCO","13:11"
"F9","12/27/2021","1531","N206FR","ATL","14:35"
"F9","12/27/2021","2135","N381FR","DFW","11:16"
"F9","12/27/2021","2555","N309FR","TPA","11:50"
"F9","12/27/2021","2959","N304FR","MIA","12:35"
"F9","12/27/2021","2963","","PBI","00:00"
"F9","12/28/2019","0123","N715FR","SJU","12:43"
"F9","12/28/2019","1259","N362FR","MCO","08:05"
"F9","12/28/2019","1261","N232FR","MCO","13:32"
"F9","12/28/2019","1531","N354FR","ATL","11:23"
"F9","12/28/2019","2183","N338FR","LAS","06:47"
"F9","12/28/2019","2959","N349FR","MIA","12:26"
"F9","12/28/2019","2961","N339FR","MIA","08:30"
"F9","12/28/2019","2963","N201FR","PBI","06:49"
"F9","12/28/2019","2967","N201FR","PHX","14:52"
"F9","12/28/2021","0123","N331FR","SJU","07:01"
"F9","12/28/2021","1259","N335FR","MCO","05:37"
"F9","12/28/2021","1261","N716FR","MCO","13:34"
"F9","12/28/2021","1531","N349FR","ATL","14:27"
"F9","12/28/2021","2135","N229FR","DFW","11:25"
"F9","12/28/2021","2555","N373FR","TPA","11:29"
"F9","12/28/2021","2959","N334FR","MIA","14:12"
"F9","12/28/2021","2963","N322FR","PBI","15:05"
"F9","12/29/2019","0123","N711FR","SJU","12:32"
"F9","12/29/2019","1259","N304FR","MCO","07:16"
"F9","12/29/2019","1261","N301FR","MCO","13:50"
"F9","12/29/2019","1531","N238FR","ATL","11:18"
"F9","12/29/2019","2183","N353FR","LAS","07:57"
"F9","12/29/2019","2959","N334FR","MIA","12:21"
"F9","12/29/2019","2961","N349FR","MIA","06:01"
"F9","12/29/2019","2963","N301FR","PBI","05:42"
"F9","12/29/2019","2967","N317FR","PHX","13:29"
"F9","12/29/2021","0123","N702FR","SJU","09:34"
"F9","12/29/2021","1259","N339FR","MCO","05:22"
"F9","12/29/2021","1261","N339FR","MCO","13:07"
"F9","12/29/2021","1531","N344FR","ATL","13:32"
"F9","12/29/2021","2135","N213FR","DFW","10:59"
"F9","12/29/2021","2555","N385FR","TPA","11:25"
"F9","12/29/2021","2959","N232FR","MIA","14:15"
"F9","12/29/2021","2963","N383FR","PBI","13:59"
"F9","12/30/2019","0123","N701FR","SJU","12:37"
"F9","12/30/2019","1259","N339FR","MCO","07:19"
"F9","12/30/2019","1261","N344FR","MCO","14:03"
"F9","12/30/2019","1531","N358FR","ATL","11:19"
"F9","12/30/2019","2183","N304FR","LAS","06:04"
"F9","12/30/2019","2959","N349FR","MIA","12:21"
"F9","12/30/2019","2961","N233FR","MIA","07:35"
"F9","12/30/2019","2963","N334FR","PBI","05:53"
"F9","12/30/2019","2967","N334FR","PHX","13:49"
"F9","12/30/2021","0123","N705FR","SJU","07:22"
"F9","12/30/2021","1259","N704FR","MCO","05:30"
"F9","12/30/2021","1261","N716FR","MCO","14:10"
"F9","12/30/2021","1531","N346FR","ATL","13:13"
"F9","12/30/2021","2135","N322FR","DFW","11:00"
"F9","12/30/2021","2959","N383FR","MIA","12:33"
"F9","12/30/2021","2963","N334FR","PBI","13:32"
"F9","12/31/2019","0123","N719FR","SJU","12:30"
"F9","12/31/2019","1259","","MCO","00:00"
"F9","12/31/2019","1261","N324FR","MCO","14:13"
"F9","12/31/2019","1531","N358FR","ATL","11:38"
"F9","12/31/2019","2183","N316FR","LAS","07:23"
"F9","12/31/2019","2959","N362FR","MIA","12:50"
"F9","12/31/2019","2961","N349FR","MIA","06:17"
"F9","12/31/2019","2963","N313FR","PBI","05:52"
"F9","12/31/2019","2967","N313FR","PHX","17:18"
"F9","12/31/2021","0123","N718FR","SJU","07:41"
"F9","12/31/2021","1259","N316FR","MCO","05:29"
"F9","12/31/2021","1261","N347FR","MCO","13:24"
"F9","12/31/2021","1531","N365FR","ATL","14:22"
"F9","12/31/2021","2135","N232FR","DFW","11:11"
"F9","12/31/2021","2555","N334FR","TPA","13:30"
"F9","12/31/2021","2959","","MIA","00:00"
"F9","12/31/2021","2963","N235FR","PBI","14:47"

 SOURCE: Bureau of Transportation Statistics
