Detailed Statistics Departures  
Origin Airport: Washington, DC: Washington Dulles International (IAD)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","11/11/2019","1839","N216FR","SAT","07:18"
"F9","11/11/2021","1087","N316FR","MCO","11:06"
"F9","11/12/2017","1149","N205FR","LAS","22:23"
"F9","11/12/2017","1623","N211FR","MCO","12:29"
"F9","11/12/2017","1923","N205FR","AUS","06:08"
"F9","11/12/2018","0453","N206FR","DEN","06:31"
"F9","11/12/2018","1841","N202FR","SAT","07:36"
"F9","11/12/2019","0457","N304FR","DEN","22:00"
"F9","11/12/2019","1841","N216FR","AUS","07:15"
"F9","11/12/2019","2034","N362FR","MCO","14:12"
"F9","11/12/2019","2035","N343FR","LAS","19:27"
"F9","11/12/2019","2825","N307FR","COS","15:35"
"F9","11/13/2017","1149","N238FR","LAS","22:24"
"F9","11/13/2017","1517","N238FR","SAT","06:24"
"F9","11/13/2017","1623","N207FR","MCO","13:04"
"F9","11/13/2018","0453","N202FR","DEN","05:55"
"F9","11/13/2018","1148","N338FR","MCO","15:26"
"F9","11/13/2018","1151","N338FR","LAS","21:33"
"F9","11/13/2018","1901","N223FR","AUS","07:15"
"F9","11/13/2019","0455","N323FR","DEN","22:32"
"F9","11/13/2019","1839","N328FR","SAT","07:11"
"F9","11/13/2019","2037","N328FR","LAS","23:45"
"F9","11/14/2017","1149","N203FR","LAS","23:42"
"F9","11/14/2017","1623","N305FR","MCO","13:16"
"F9","11/14/2017","1923","N203FR","AUS","07:32"
"F9","11/14/2018","0453","N223FR","DEN","05:54"
"F9","11/14/2018","1973","N235FR","TUL","08:18"
"F9","11/14/2019","1839","N334FR","AUS","14:51"
"F9","11/14/2021","1087","N356FR","MCO","11:10"
"F9","11/15/2017","1149","N220FR","LAS","22:44"
"F9","11/15/2017","1517","N220FR","SAT","06:03"
"F9","11/15/2017","1623","N228FR","MCO","12:43"
"F9","11/15/2018","1148","N210FR","MCO","16:59"
"F9","11/15/2018","1151","N329FR","LAS","10:07"
"F9","11/15/2018","1205","N949FR","AUS","11:58"
"F9","11/15/2018","1623","N235FR","MCO","05:55"
"F9","11/16/2017","1149","N238FR","LAS","22:24"
"F9","11/16/2017","1623","N307FR","MCO","13:02"
"F9","11/16/2017","1923","N238FR","AUS","06:10"
"F9","11/16/2018","1625","N207FR","MCO","17:53"
"F9","11/16/2018","7222","N309FR","TTN","10:18"
"F9","11/17/2017","1149","N216FR","LAS","22:31"
"F9","11/17/2017","1517","N216FR","SAT","06:12"
"F9","11/17/2017","1623","N228FR","MCO","12:39"
"F9","11/17/2018","1205","N941FR","AUS","11:43"
"F9","11/17/2018","1625","N308FR","MCO","17:38"
"F9","11/17/2019","1839","N361FR","AUS","14:50"
"F9","11/18/2017","1149","N220FR","LAS","22:32"
"F9","11/18/2017","1517","N220FR","SAT","06:05"
"F9","11/18/2017","1623","N228FR","MCO","12:25"
"F9","11/18/2018","1148","N227FR","MCO","16:33"
"F9","11/18/2018","1151","N216FR","LAS","10:15"
"F9","11/18/2018","1205","N927FR","AUS","11:53"
"F9","11/18/2021","1087","N338FR","MCO","11:09"
"F9","11/19/2017","1149","N301FR","LAS","22:25"
"F9","11/19/2017","1623","N309FR","MCO","12:36"
"F9","11/19/2017","1923","N301FR","AUS","06:22"
"F9","11/19/2019","1839","N363FR","AUS","14:50"
"F9","11/20/2017","1149","N313FR","LAS","22:26"
"F9","11/20/2017","1517","N313FR","SAT","06:29"
"F9","11/20/2017","1623","N218FR","MCO","12:40"
"F9","11/20/2018","1148","N311FR","MCO","16:42"
"F9","11/20/2018","1151","N332FR","LAS","10:17"
"F9","11/20/2018","1205","N938FR","AUS","11:46"
"F9","11/21/2017","1149","N211FR","LAS","01:24"
"F9","11/21/2017","1623","N228FR","MCO","12:24"
"F9","11/21/2017","1923","N211FR","AUS","08:24"
"F9","11/21/2018","1205","N926FR","AUS","11:44"
"F9","11/21/2018","1625","N336FR","MCO","17:35"
"F9","11/21/2019","1839","N328FR","AUS","18:01"
"F9","11/21/2021","1087","N379FR","MCO","11:24"
"F9","11/22/2017","1149","N232FR","LAS","22:22"
"F9","11/22/2017","1517","N232FR","SAT","06:26"
"F9","11/22/2017","1623","N311FR","MCO","12:37"
"F9","11/22/2018","1148","N328FR","MCO","16:31"
"F9","11/22/2018","1151","N336FR","LAS","10:07"
"F9","11/22/2018","1205","N939FR","AUS","11:48"
"F9","11/23/2017","1149","N313FR","LAS","22:27"
"F9","11/23/2017","1623","N216FR","MCO","21:04"
"F9","11/23/2017","1923","N313FR","AUS","06:12"
"F9","11/23/2018","1625","N338FR","MCO","17:17"
"F9","11/23/2021","1087","N341FR","MCO","11:30"
"F9","11/24/2017","1149","N235FR","LAS","22:39"
"F9","11/24/2017","1517","N235FR","SAT","06:11"
"F9","11/24/2017","1623","N220FR","MCO","12:44"
"F9","11/24/2018","1205","N313FR","AUS","11:49"
"F9","11/24/2018","1625","N339FR","MCO","17:22"
"F9","11/24/2019","1839","N329FR","AUS","14:53"
"F9","11/25/2017","1149","N312FR","LAS","22:28"
"F9","11/25/2017","1517","N312FR","SAT","06:06"
"F9","11/25/2017","1623","N221FR","MCO","12:44"
"F9","11/25/2018","1148","N335FR","MCO","16:25"
"F9","11/25/2018","1151","N216FR","LAS","10:07"
"F9","11/25/2018","1205","N949FR","AUS","11:37"
"F9","11/25/2021","1087","N723FR","MCO","11:29"
"F9","11/26/2017","1149","N216FR","LAS","22:46"
"F9","11/26/2017","1623","N316FR","MCO","12:38"
"F9","11/26/2017","1923","N216FR","AUS","06:13"
"F9","11/26/2019","1839","N201FR","AUS","14:49"
"F9","11/27/2017","1149","N213FR","LAS","22:52"
"F9","11/27/2017","1517","N213FR","SAT","06:01"
"F9","11/27/2017","1623","N220FR","MCO","12:29"
"F9","11/27/2018","1148","N326FR","MCO","17:01"
"F9","11/27/2018","1151","N236FR","LAS","10:09"
"F9","11/27/2018","1205","N949FR","AUS","11:44"
"F9","11/28/2017","1149","N301FR","LAS","22:32"
"F9","11/28/2017","1623","N219FR","MCO","12:36"
"F9","11/28/2017","1923","N301FR","AUS","06:19"
"F9","11/28/2018","1205","N949FR","AUS","11:51"
"F9","11/28/2018","1625","N329FR","MCO","19:47"
"F9","11/28/2019","1839","N308FR","AUS","14:44"
"F9","11/28/2021","1087","N377FR","MCO","11:20"
"F9","11/29/2017","1149","N203FR","LAS","23:06"
"F9","11/29/2017","1517","N203FR","SAT","07:16"
"F9","11/29/2017","1623","N317FR","MCO","12:31"
"F9","11/29/2018","1148","N310FR","MCO","16:31"
"F9","11/29/2018","1151","N227FR","LAS","10:19"
"F9","11/29/2018","1205","N949FR","AUS","11:48"
"F9","11/30/2017","1149","N235FR","LAS","22:25"
"F9","11/30/2017","1623","N223FR","MCO","12:24"
"F9","11/30/2017","1923","N235FR","AUS","06:07"
"F9","11/30/2018","1625","N205FR","MCO","19:50"
"F9","11/30/2021","1087","N348FR","MCO","10:34"
"F9","12/01/2017","1149","N221FR","LAS","22:28"
"F9","12/01/2017","1517","N221FR","SAT","06:07"
"F9","12/01/2017","1623","N207FR","MCO","12:49"
"F9","12/01/2018","1205","N943FR","AUS","11:42"
"F9","12/01/2018","1625","N238FR","MCO","20:43"
"F9","12/01/2019","1839","","AUS","00:00"
"F9","12/02/2017","1149","N236FR","LAS","22:24"
"F9","12/02/2017","1517","N236FR","SAT","06:00"
"F9","12/02/2017","1623","N233FR","MCO","12:23"
"F9","12/02/2018","1148","N236FR","MCO","19:05"
"F9","12/02/2018","1151","N323FR","LAS","10:20"
"F9","12/02/2018","1205","N926FR","AUS","11:42"
"F9","12/02/2021","1087","N232FR","MCO","11:20"
"F9","12/03/2017","1149","N210FR","LAS","22:24"
"F9","12/03/2017","1623","N238FR","MCO","12:36"
"F9","12/03/2017","1923","N210FR","AUS","06:13"
"F9","12/03/2019","1839","N303FR","AUS","14:45"
"F9","12/04/2017","1149","N229FR","LAS","22:14"
"F9","12/04/2017","1517","N229FR","SAT","06:10"
"F9","12/04/2017","1623","N238FR","MCO","12:24"
"F9","12/04/2018","1148","N206FR","MCO","16:28"
"F9","12/04/2018","1151","N316FR","LAS","10:12"
"F9","12/04/2018","1205","","AUS","00:00"
"F9","12/05/2017","1149","N305FR","LAS","22:24"
"F9","12/05/2017","1623","N233FR","MCO","12:23"
"F9","12/05/2017","1923","N305FR","AUS","06:05"
"F9","12/05/2018","1205","N910FR","AUS","11:52"
"F9","12/05/2018","1625","N232FR","MCO","17:23"
"F9","12/05/2019","1839","N210FR","AUS","15:29"
"F9","12/05/2021","1087","N326FR","MCO","21:14"
"F9","12/06/2017","1149","N210FR","LAS","22:57"
"F9","12/06/2017","1517","N210FR","SAT","06:32"
"F9","12/06/2017","1623","N236FR","MCO","12:25"
"F9","12/06/2018","1148","N309FR","MCO","16:25"
"F9","12/06/2018","1151","N232FR","LAS","10:30"
"F9","12/06/2018","1205","N939FR","AUS","12:00"
"F9","12/07/2017","1149","N235FR","LAS","23:02"
"F9","12/07/2017","1623","N203FR","MCO","12:50"
"F9","12/07/2017","1923","N235FR","AUS","06:10"
"F9","12/07/2018","1625","N324FR","MCO","17:14"
"F9","12/08/2017","1149","N218FR","LAS","23:04"
"F9","12/08/2017","1517","N218FR","SAT","06:38"
"F9","12/08/2017","1623","N206FR","MCO","12:25"
"F9","12/08/2018","1205","N941FR","AUS","11:42"
"F9","12/08/2018","1625","N221FR","MCO","17:14"
"F9","12/08/2019","1839","N351FR","AUS","14:52"
"F9","12/09/2017","1149","N308FR","LAS","22:23"
"F9","12/09/2017","1517","N308FR","SAT","06:05"
"F9","12/09/2017","1623","N235FR","MCO","12:28"
"F9","12/09/2018","1148","N334FR","MCO","16:27"
"F9","12/09/2018","1151","N221FR","LAS","10:08"
"F9","12/09/2018","1205","N941FR","AUS","11:47"
"F9","12/09/2021","1087","N305FR","MCO","11:06"
"F9","12/10/2017","1149","N232FR","LAS","00:07"
"F9","12/10/2017","1625","N221FR","MCO","20:07"
"F9","12/10/2017","1923","N232FR","AUS","06:02"
"F9","12/11/2017","1149","N312FR","LAS","22:34"
"F9","12/11/2017","1517","N312FR","SAT","05:57"
"F9","12/11/2017","1625","N301FR","MCO","19:58"
"F9","12/11/2018","1148","N331FR","MCO","16:31"
"F9","12/11/2018","1151","N337FR","LAS","10:06"
"F9","12/11/2018","1205","N927FR","AUS","11:52"
"F9","12/11/2019","1087","N220FR","MCO","20:33"
"F9","12/12/2017","1149","N229FR","LAS","22:37"
"F9","12/12/2017","1625","N211FR","MCO","19:40"
"F9","12/12/2017","1923","N229FR","AUS","05:56"
"F9","12/12/2018","1205","N910FR","AUS","11:58"
"F9","12/12/2018","1625","N329FR","MCO","17:22"
"F9","12/12/2019","1839","N347FR","AUS","14:44"
"F9","12/12/2021","1087","N308FR","MCO","21:32"
"F9","12/13/2017","1149","N308FR","LAS","22:36"
"F9","12/13/2017","1517","N308FR","SAT","05:58"
"F9","12/13/2017","1625","N213FR","MCO","21:31"
"F9","12/13/2018","1148","N328FR","MCO","16:38"
"F9","12/13/2018","1151","N329FR","LAS","10:11"
"F9","12/13/2018","1923","N941FR","AUS","11:59"
"F9","12/13/2019","1087","N343FR","MCO","20:58"
"F9","12/14/2017","1149","N233FR","LAS","22:25"
"F9","12/14/2017","1625","N236FR","MCO","19:44"
"F9","12/14/2017","1923","N233FR","AUS","05:56"
"F9","12/14/2018","1625","N328FR","MCO","17:41"
"F9","12/14/2019","1087","N211FR","MCO","20:31"
"F9","12/15/2017","1149","N210FR","LAS","22:45"
"F9","12/15/2017","1517","N210FR","SAT","06:16"
"F9","12/15/2017","1625","N216FR","MCO","19:50"
"F9","12/15/2018","1625","N705FR","MCO","20:19"
"F9","12/15/2018","1923","N941FR","AUS","11:57"
"F9","12/15/2019","1839","N235FR","AUS","14:54"
"F9","12/16/2017","1149","N213FR","LAS","22:43"
"F9","12/16/2017","1517","N213FR","SAT","05:58"
"F9","12/16/2017","1623","N310FR","MCO","14:14"
"F9","12/16/2018","1148","N326FR","MCO","18:53"
"F9","12/16/2018","1151","N330FR","LAS","10:11"
"F9","12/16/2018","1923","N927FR","AUS","11:55"
"F9","12/16/2019","1087","N223FR","MCO","21:17"
"F9","12/16/2021","1087","N232FR","MCO","21:45"
"F9","12/17/2017","1149","N202FR","LAS","23:17"
"F9","12/17/2017","1623","N221FR","MCO","13:01"
"F9","12/17/2017","1923","N202FR","AUS","06:06"
"F9","12/18/2017","1149","N309FR","LAS","22:49"
"F9","12/18/2017","1517","N309FR","SAT","06:37"
"F9","12/18/2017","1623","N310FR","MCO","12:42"
"F9","12/18/2018","1148","N339FR","MCO","16:45"
"F9","12/18/2018","1151","N205FR","LAS","10:09"
"F9","12/18/2018","1923","N938FR","AUS","11:50"
"F9","12/18/2019","1087","N316FR","MCO","20:38"
"F9","12/19/2017","1149","N218FR","LAS","03:55"
"F9","12/19/2017","1623","N228FR","MCO","12:50"
"F9","12/19/2017","1923","N229FR","AUS","06:04"
"F9","12/19/2018","1625","N216FR","MCO","17:38"
"F9","12/19/2018","1923","N938FR","AUS","11:52"
"F9","12/19/2019","1839","N316FR","AUS","14:55"
"F9","12/19/2021","1087","N712FR","MCO","15:42"
"F9","12/20/2017","1149","N235FR","LAS","22:45"
"F9","12/20/2017","1517","N235FR","SAT","06:04"
"F9","12/20/2017","1623","N305FR","MCO","12:50"
"F9","12/20/2018","1148","N329FR","MCO","17:05"
"F9","12/20/2018","1151","N344FR","LAS","10:09"
"F9","12/20/2018","1923","N938FR","AUS","11:49"
"F9","12/20/2019","1087","N338FR","MCO","21:45"
"F9","12/21/2017","1149","N216FR","LAS","22:23"
"F9","12/21/2017","1623","N310FR","MCO","12:50"
"F9","12/21/2017","1923","N216FR","AUS","05:59"
"F9","12/21/2018","1625","N322FR","MCO","18:21"
"F9","12/21/2019","1087","N307FR","MCO","21:56"
"F9","12/21/2021","1087","N376FR","MCO","13:57"
"F9","12/22/2017","1149","N202FR","LAS","22:47"
"F9","12/22/2017","1517","N202FR","SAT","06:14"
"F9","12/22/2017","1623","N301FR","MCO","13:10"
"F9","12/22/2018","1625","N329FR","MCO","18:07"
"F9","12/22/2018","1923","N938FR","AUS","11:49"
"F9","12/22/2019","1839","N205FR","AUS","14:57"
"F9","12/23/2017","1149","N213FR","LAS","23:22"
"F9","12/23/2017","1517","N213FR","SAT","07:21"
"F9","12/23/2017","1623","N219FR","MCO","13:05"
"F9","12/23/2018","1148","N328FR","MCO","16:37"
"F9","12/23/2018","1151","N206FR","LAS","10:16"
"F9","12/23/2018","1923","N943FR","AUS","11:49"
"F9","12/23/2019","1087","N210FR","MCO","00:43"
"F9","12/23/2021","1087","N387FR","MCO","21:00"
"F9","12/24/2017","1149","N211FR","LAS","22:21"
"F9","12/24/2017","1623","N309FR","MCO","12:52"
"F9","12/24/2017","1923","N211FR","AUS","06:00"
"F9","12/24/2019","1839","N310FR","AUS","15:04"
"F9","12/25/2017","1149","N223FR","LAS","23:23"
"F9","12/25/2017","1517","N223FR","SAT","05:56"
"F9","12/25/2017","1623","N220FR","MCO","12:51"
"F9","12/25/2018","1148","N336FR","MCO","16:26"
"F9","12/25/2018","1151","N223FR","LAS","10:49"
"F9","12/25/2018","1923","N949FR","AUS","11:53"
"F9","12/25/2019","1087","N359FR","MCO","20:27"
"F9","12/26/2017","1149","N229FR","LAS","22:21"
"F9","12/26/2017","1623","N316FR","MCO","13:25"
"F9","12/26/2017","1923","N229FR","AUS","06:06"
"F9","12/26/2018","1625","N310FR","MCO","18:23"
"F9","12/26/2018","1923","N941FR","AUS","11:49"
"F9","12/26/2019","1839","N352FR","AUS","15:28"
"F9","12/26/2021","1087","","MCO","00:00"
"F9","12/27/2017","1149","N213FR","LAS","22:51"
"F9","12/27/2017","1517","N213FR","SAT","06:03"
"F9","12/27/2017","1623","N317FR","MCO","12:58"
"F9","12/27/2018","1148","N211FR","MCO","16:50"
"F9","12/27/2018","1151","N336FR","LAS","10:12"
"F9","12/27/2018","1923","","AUS","00:00"
"F9","12/27/2019","1087","N364FR","MCO","21:03"
"F9","12/28/2017","1149","N203FR","LAS","22:23"
"F9","12/28/2017","1623","N201FR","MCO","14:18"
"F9","12/28/2017","1923","N203FR","AUS","05:58"
"F9","12/28/2018","1625","N310FR","MCO","18:06"
"F9","12/28/2019","1087","N354FR","MCO","20:47"
"F9","12/28/2021","1087","N317FR","MCO","15:22"
"F9","12/29/2017","1149","N316FR","LAS","22:36"
"F9","12/29/2017","1517","N316FR","SAT","05:58"
"F9","12/29/2017","1623","N202FR","MCO","12:49"
"F9","12/29/2018","1625","N338FR","MCO","17:52"
"F9","12/29/2018","1923","N941FR","AUS","11:42"
"F9","12/29/2019","1839","N316FR","AUS","14:52"
"F9","12/30/2017","1149","N220FR","LAS","23:21"
"F9","12/30/2017","1517","N220FR","SAT","05:57"
"F9","12/30/2017","1623","N235FR","MCO","13:06"
"F9","12/30/2018","1148","N339FR","MCO","16:31"
"F9","12/30/2018","1151","N344FR","LAS","10:43"
"F9","12/30/2018","1923","","AUS","00:00"
"F9","12/30/2019","1087","N360FR","MCO","20:25"
"F9","12/30/2021","1087","","MCO","00:00"
"F9","12/31/2017","1149","N323FR","LAS","22:34"
"F9","12/31/2017","1623","N235FR","MCO","12:36"
"F9","12/31/2017","1923","N323FR","AUS","05:59"
"F9","12/31/2019","1839","N359FR","AUS","14:48"

 SOURCE: Bureau of Transportation Statistics
