Detailed Statistics Departures  
Origin Airport: Washington, DC: Washington Dulles International (IAD)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","07/05/2017","0323","N951FR","DEN","20:16"
"F9","07/05/2017","1623","N951FR","MCO","06:09"
"F9","07/05/2017","1925","N233FR","AUS","12:53"
"F9","07/05/2018","0455","N205FR","DEN","12:02"
"F9","07/05/2018","1151","N221FR","LAS","07:38"
"F9","07/05/2018","1623","N205FR","MCO","05:51"
"F9","07/05/2018","1901","N910FR","AUS","22:09"
"F9","07/05/2019","0455","N322FR","DEN","21:07"
"F9","07/06/2017","0323","N910FR","DEN","18:45"
"F9","07/06/2017","1623","N910FR","MCO","06:46"
"F9","07/06/2018","0453","N201FR","DEN","08:47"
"F9","07/06/2018","1151","N301FR","LAS","07:52"
"F9","07/06/2018","1843","N927FR","SAT","18:19"
"F9","07/06/2018","1879","","COS","00:00"
"F9","07/06/2019","0455","N313FR","DEN","21:39"
"F9","07/06/2019","1841","N313FR","AUS","13:03"
"F9","07/06/2021","1087","N706FR","MCO","11:03"
"F9","07/07/2017","0323","N939FR","DEN","18:40"
"F9","07/07/2017","1623","N939FR","MCO","06:14"
"F9","07/07/2017","1925","N303FR","AUS","13:06"
"F9","07/07/2018","0453","N312FR","DEN","05:55"
"F9","07/07/2018","1151","N317FR","LAS","07:40"
"F9","07/07/2018","1879","N927FR","COS","17:51"
"F9","07/07/2018","1973","N923FR","TUL","19:16"
"F9","07/07/2019","0455","N344FR","DEN","21:56"
"F9","07/07/2019","1841","N344FR","AUS","13:13"
"F9","07/07/2019","2034","N221FR","MCO","14:11"
"F9","07/07/2019","2035","N301FR","LAS","17:43"
"F9","07/07/2019","2825","N332FR","COS","15:47"
"F9","07/08/2017","0323","N952FR","DEN","19:09"
"F9","07/08/2017","1623","N952FR","MCO","06:10"
"F9","07/08/2017","1925","N233FR","AUS","12:42"
"F9","07/08/2018","0455","N210FR","DEN","12:05"
"F9","07/08/2018","1151","N203FR","LAS","07:55"
"F9","07/08/2018","1623","N210FR","MCO","05:54"
"F9","07/08/2018","1901","N923FR","AUS","17:59"
"F9","07/08/2019","0455","N229FR","DEN","21:45"
"F9","07/08/2021","1087","N715FR","MCO","11:19"
"F9","07/09/2017","0323","N951FR","DEN","18:32"
"F9","07/09/2017","1623","N951FR","MCO","06:07"
"F9","07/09/2018","0453","N227FR","DEN","06:05"
"F9","07/09/2018","1151","N201FR","LAS","10:25"
"F9","07/09/2018","1843","N948FR","SAT","19:54"
"F9","07/09/2018","1879","N923FR","COS","19:01"
"F9","07/09/2019","0455","N348FR","DEN","21:39"
"F9","07/09/2019","1841","N348FR","AUS","13:06"
"F9","07/09/2019","2034","N233FR","MCO","16:41"
"F9","07/09/2019","2035","N328FR","LAS","17:38"
"F9","07/09/2019","2825","N304FR","COS","15:40"
"F9","07/10/2017","0323","N948FR","DEN","23:22"
"F9","07/10/2017","0967","N202FR","COS","07:46"
"F9","07/10/2017","1623","N948FR","MCO","06:25"
"F9","07/10/2017","1925","N233FR","AUS","13:01"
"F9","07/10/2018","0455","N313FR","DEN","13:16"
"F9","07/10/2018","1151","N316FR","LAS","07:41"
"F9","07/10/2018","1623","N313FR","MCO","07:20"
"F9","07/10/2018","1901","N948FR","AUS","18:20"
"F9","07/10/2019","0455","N939FR","DEN","20:33"
"F9","07/10/2019","1839","N223FR","SAT","06:58"
"F9","07/11/2017","0323","N951FR","DEN","18:52"
"F9","07/11/2017","0967","N205FR","COS","07:49"
"F9","07/11/2017","1623","N951FR","MCO","06:12"
"F9","07/11/2018","0453","N305FR","DEN","06:04"
"F9","07/11/2018","1151","N210FR","LAS","07:45"
"F9","07/11/2018","1879","N948FR","COS","18:21"
"F9","07/11/2018","1973","N938FR","TUL","16:40"
"F9","07/11/2019","0455","N229FR","DEN","22:27"
"F9","07/11/2019","1841","N223FR","AUS","07:01"
"F9","07/11/2019","2034","N213FR","MCO","15:04"
"F9","07/11/2019","2035","","LAS","00:00"
"F9","07/11/2019","2825","N329FR","COS","16:37"
"F9","07/11/2021","1087","","MCO","00:00"
"F9","07/12/2017","0323","N938FR","DEN","18:37"
"F9","07/12/2017","0967","N220FR","COS","07:48"
"F9","07/12/2017","1623","N938FR","MCO","06:06"
"F9","07/12/2017","1925","N236FR","AUS","12:53"
"F9","07/12/2018","0455","","DEN","00:00"
"F9","07/12/2018","1151","N311FR","LAS","07:39"
"F9","07/12/2018","1623","N227FR","MCO","05:54"
"F9","07/12/2018","1901","N938FR","AUS","18:18"
"F9","07/12/2019","0455","N232FR","DEN","00:30"
"F9","07/12/2019","1839","N343FR","SAT","06:58"
"F9","07/12/2021","7087","N717FR","MCO","12:09"
"F9","07/13/2017","0323","N923FR","DEN","20:30"
"F9","07/13/2017","0967","N202FR","COS","08:00"
"F9","07/13/2017","1623","N923FR","MCO","06:10"
"F9","07/13/2018","0453","N307FR","DEN","05:59"
"F9","07/13/2018","1151","N324FR","LAS","07:35"
"F9","07/13/2018","1843","N939FR","SAT","16:35"
"F9","07/13/2018","1879","N938FR","COS","17:42"
"F9","07/13/2019","0455","N310FR","DEN","20:48"
"F9","07/13/2019","1841","N343FR","AUS","07:30"
"F9","07/13/2019","2034","N211FR","MCO","17:00"
"F9","07/13/2021","1087","N717FR","MCO","11:04"
"F9","07/14/2017","0323","N923FR","DEN","01:26"
"F9","07/14/2017","0967","N230FR","COS","07:56"
"F9","07/14/2017","1623","N923FR","MCO","07:44"
"F9","07/14/2017","1925","N235FR","AUS","12:40"
"F9","07/14/2018","0453","N310FR","DEN","06:45"
"F9","07/14/2018","1151","N324FR","LAS","07:42"
"F9","07/14/2018","1879","N939FR","COS","18:34"
"F9","07/14/2018","1973","N938FR","TUL","16:49"
"F9","07/14/2019","0455","N228FR","DEN","21:33"
"F9","07/14/2019","1841","N343FR","AUS","06:31"
"F9","07/14/2019","2034","N238FR","MCO","14:13"
"F9","07/14/2019","2035","N324FR","LAS","17:37"
"F9","07/14/2019","2825","N342FR","COS","15:47"
"F9","07/15/2017","0323","N952FR","DEN","18:34"
"F9","07/15/2017","0967","","COS","00:00"
"F9","07/15/2017","1623","N952FR","MCO","06:11"
"F9","07/15/2017","1925","N238FR","AUS","14:05"
"F9","07/15/2018","0455","N305FR","DEN","12:00"
"F9","07/15/2018","1151","N307FR","LAS","07:37"
"F9","07/15/2018","1623","N305FR","MCO","05:52"
"F9","07/15/2018","1901","N938FR","AUS","19:07"
"F9","07/15/2019","0455","N301FR","DEN","20:27"
"F9","07/15/2019","1839","N305FR","SAT","06:56"
"F9","07/15/2021","1087","","MCO","00:00"
"F9","07/16/2017","0323","N920FR","DEN","20:43"
"F9","07/16/2017","0967","N207FR","COS","08:04"
"F9","07/16/2017","1149","N218FR","LAS","21:49"
"F9","07/16/2017","1623","N951FR","MCO","06:12"
"F9","07/16/2018","0453","N312FR","DEN","05:53"
"F9","07/16/2018","1151","N203FR","LAS","07:40"
"F9","07/16/2018","1843","N949FR","SAT","16:58"
"F9","07/16/2018","1879","N938FR","COS","17:56"
"F9","07/16/2019","1841","N305FR","AUS","06:33"
"F9","07/16/2019","2034","N338FR","MCO","14:22"
"F9","07/16/2019","2035","N334FR","LAS","17:39"
"F9","07/16/2019","2825","N228FR","COS","15:51"
"F9","07/17/2017","0323","N927FR","DEN","19:10"
"F9","07/17/2017","0967","N305FR","COS","08:11"
"F9","07/17/2017","1149","N213FR","LAS","21:24"
"F9","07/17/2017","1623","N927FR","MCO","06:29"
"F9","07/17/2017","1925","N307FR","AUS","12:39"
"F9","07/17/2018","0455","N207FR","DEN","12:11"
"F9","07/17/2018","1151","N202FR","LAS","08:52"
"F9","07/17/2018","1623","N207FR","MCO","06:49"
"F9","07/17/2018","1901","N949FR","AUS","18:13"
"F9","07/17/2019","0455","N943FR","DEN","21:00"
"F9","07/17/2019","1839","N344FR","SAT","06:55"
"F9","07/18/2017","0323","N919FR","DEN","18:41"
"F9","07/18/2017","0967","N227FR","COS","08:05"
"F9","07/18/2017","1149","N219FR","LAS","21:32"
"F9","07/18/2017","1623","N919FR","MCO","06:13"
"F9","07/18/2018","0453","N334FR","DEN","05:50"
"F9","07/18/2018","1151","N304FR","LAS","07:38"
"F9","07/18/2018","1879","N949FR","COS","17:43"
"F9","07/18/2018","1973","N943FR","TUL","16:27"
"F9","07/18/2019","0455","N309FR","DEN","20:40"
"F9","07/18/2019","1841","N344FR","AUS","06:34"
"F9","07/18/2019","2034","N229FR","MCO","14:16"
"F9","07/18/2019","2035","N352FR","LAS","17:44"
"F9","07/18/2019","2825","N233FR","COS","15:45"
"F9","07/18/2021","1087","N702FR","MCO","11:08"
"F9","07/19/2017","0323","N951FR","DEN","18:38"
"F9","07/19/2017","0967","N310FR","COS","07:55"
"F9","07/19/2017","1149","N232FR","LAS","21:00"
"F9","07/19/2017","1623","N951FR","MCO","06:16"
"F9","07/19/2017","1925","N223FR","AUS","12:48"
"F9","07/19/2018","0455","N201FR","DEN","12:02"
"F9","07/19/2018","1151","N221FR","LAS","08:11"
"F9","07/19/2018","1623","N201FR","MCO","05:57"
"F9","07/19/2018","1901","N943FR","AUS","17:55"
"F9","07/19/2019","0455","N329FR","DEN","20:24"
"F9","07/19/2019","1839","N232FR","SAT","06:59"
"F9","07/20/2017","0323","N943FR","DEN","18:37"
"F9","07/20/2017","0967","N219FR","COS","07:56"
"F9","07/20/2017","1149","N304FR","LAS","21:09"
"F9","07/20/2017","1623","N943FR","MCO","06:14"
"F9","07/20/2018","0453","N216FR","DEN","06:34"
"F9","07/20/2018","1151","N205FR","LAS","07:38"
"F9","07/20/2018","1843","N939FR","SAT","16:36"
"F9","07/20/2018","1879","N943FR","COS","17:53"
"F9","07/20/2019","0455","N307FR","DEN","20:27"
"F9","07/20/2019","1841","N232FR","AUS","07:35"
"F9","07/20/2019","2034","N353FR","MCO","16:41"
"F9","07/20/2021","1087","N702FR","MCO","14:07"
"F9","07/21/2017","0323","N943FR","DEN","18:44"
"F9","07/21/2017","0967","N236FR","COS","08:26"
"F9","07/21/2017","1149","N221FR","LAS","20:50"
"F9","07/21/2017","1623","N943FR","MCO","06:14"
"F9","07/21/2017","1925","N207FR","AUS","13:04"
"F9","07/21/2018","0453","N317FR","DEN","05:59"
"F9","07/21/2018","1151","N201FR","LAS","07:35"
"F9","07/21/2018","1879","N939FR","COS","17:48"
"F9","07/21/2018","1973","N948FR","TUL","21:41"
"F9","07/21/2019","0455","N351FR","DEN","21:58"
"F9","07/21/2019","1841","N232FR","AUS","06:31"
"F9","07/21/2019","2034","N334FR","MCO","14:30"
"F9","07/21/2019","2035","N346FR","LAS","21:43"
"F9","07/21/2019","2825","N202FR","COS","15:40"
"F9","07/22/2017","0323","N952FR","DEN","19:11"
"F9","07/22/2017","0967","N220FR","COS","07:56"
"F9","07/22/2017","1149","N206FR","LAS","20:59"
"F9","07/22/2017","1623","N952FR","MCO","07:47"
"F9","07/22/2017","1925","N235FR","AUS","12:49"
"F9","07/22/2018","0455","N211FR","DEN","11:58"
"F9","07/22/2018","1151","N331FR","LAS","08:04"
"F9","07/22/2018","1623","N211FR","MCO","05:58"
"F9","07/22/2018","1901","N948FR","AUS","19:24"
"F9","07/22/2019","0455","","DEN","00:00"
"F9","07/22/2019","1839","N348FR","SAT","06:57"
"F9","07/22/2021","1087","N720FR","MCO","11:08"
"F9","07/23/2017","0323","N910FR","DEN","19:08"
"F9","07/23/2017","0967","N205FR","COS","09:05"
"F9","07/23/2017","1149","N227FR","LAS","21:01"
"F9","07/23/2017","1623","N910FR","MCO","06:15"
"F9","07/23/2018","0453","N229FR","DEN","08:08"
"F9","07/23/2018","1151","N230FR","LAS","09:12"
"F9","07/23/2018","1843","N927FR","SAT","18:39"
"F9","07/23/2018","1879","","COS","00:00"
"F9","07/23/2019","1841","N348FR","AUS","06:31"
"F9","07/23/2019","2034","N338FR","MCO","14:12"
"F9","07/23/2019","2035","N236FR","LAS","19:48"
"F9","07/23/2019","2825","N316FR","COS","15:38"
"F9","07/24/2017","0323","N910FR","DEN","18:33"
"F9","07/24/2017","0967","N236FR","COS","07:51"
"F9","07/24/2017","1149","N207FR","LAS","20:42"
"F9","07/24/2017","1623","N910FR","MCO","06:09"
"F9","07/24/2017","1925","N308FR","AUS","12:50"
"F9","07/24/2018","0455","N316FR","DEN","13:33"
"F9","07/24/2018","1151","N232FR","LAS","07:41"
"F9","07/24/2018","1623","","MCO","00:00"
"F9","07/24/2018","1901","N926FR","AUS","20:54"
"F9","07/24/2019","0455","N939FR","DEN","20:25"
"F9","07/24/2019","1839","N206FR","SAT","06:55"
"F9","07/25/2017","0323","N902FR","DEN","18:36"
"F9","07/25/2017","0967","N221FR","COS","08:07"
"F9","07/25/2017","1149","N232FR","LAS","21:08"
"F9","07/25/2017","1623","N902FR","MCO","06:10"
"F9","07/25/2018","0453","N330FR","DEN","05:54"
"F9","07/25/2018","1151","N213FR","LAS","07:44"
"F9","07/25/2018","1879","N949FR","COS","18:45"
"F9","07/25/2018","1973","N910FR","TUL","18:23"
"F9","07/25/2019","0455","N232FR","DEN","20:26"
"F9","07/25/2019","1841","N206FR","AUS","08:00"
"F9","07/25/2019","2034","N322FR","MCO","14:19"
"F9","07/25/2019","2035","N308FR","LAS","18:06"
"F9","07/25/2019","2825","N211FR","COS","15:40"
"F9","07/25/2021","1087","N713FR","MCO","11:54"
"F9","07/26/2017","0323","N941FR","DEN","19:27"
"F9","07/26/2017","0967","N304FR","COS","07:59"
"F9","07/26/2017","1149","N211FR","LAS","21:00"
"F9","07/26/2017","1623","N941FR","MCO","06:15"
"F9","07/26/2017","1925","N310FR","AUS","12:43"
"F9","07/26/2018","0455","N313FR","DEN","12:10"
"F9","07/26/2018","1151","N312FR","LAS","07:36"
"F9","07/26/2018","1623","N313FR","MCO","06:05"
"F9","07/26/2018","1901","N910FR","AUS","18:01"
"F9","07/26/2019","0455","N329FR","DEN","20:29"
"F9","07/26/2019","1839","N216FR","SAT","06:57"
"F9","07/27/2017","0323","N951FR","DEN","18:45"
"F9","07/27/2017","0967","N219FR","COS","07:55"
"F9","07/27/2017","1149","N228FR","LAS","21:11"
"F9","07/27/2017","1623","N951FR","MCO","06:39"
"F9","07/27/2018","0453","N201FR","DEN","05:55"
"F9","07/27/2018","1151","N312FR","LAS","07:40"
"F9","07/27/2018","1843","N939FR","SAT","18:19"
"F9","07/27/2018","1879","N910FR","COS","18:26"
"F9","07/27/2019","0455","N205FR","DEN","20:32"
"F9","07/27/2019","1841","N216FR","AUS","07:32"
"F9","07/27/2019","2034","N313FR","MCO","16:45"
"F9","07/27/2021","1087","N706FR","MCO","11:18"
"F9","07/28/2017","0323","N953FR","DEN","18:41"
"F9","07/28/2017","0967","N305FR","COS","08:02"
"F9","07/28/2017","1149","N207FR","LAS","20:52"
"F9","07/28/2017","1623","N953FR","MCO","06:07"
"F9","07/28/2017","1925","N202FR","AUS","12:47"
"F9","07/28/2018","0453","N229FR","DEN","06:39"
"F9","07/28/2018","1151","N233FR","LAS","10:45"
"F9","07/28/2018","1879","N939FR","COS","19:22"
"F9","07/28/2018","1973","N938FR","TUL","17:10"
"F9","07/28/2019","0455","N205FR","DEN","21:06"
"F9","07/28/2019","1841","N216FR","AUS","06:33"
"F9","07/28/2019","2034","N347FR","MCO","14:22"
"F9","07/28/2019","2035","N336FR","LAS","17:33"
"F9","07/28/2019","2825","N338FR","COS","15:45"
"F9","07/29/2017","0323","N943FR","DEN","18:44"
"F9","07/29/2017","0967","N227FR","COS","08:06"
"F9","07/29/2017","1149","N311FR","LAS","20:39"
"F9","07/29/2017","1623","N943FR","MCO","06:55"
"F9","07/29/2017","1925","N233FR","AUS","12:40"
"F9","07/29/2018","0455","N205FR","DEN","12:03"
"F9","07/29/2018","1151","N313FR","LAS","07:45"
"F9","07/29/2018","1623","N205FR","MCO","06:00"
"F9","07/29/2018","1901","N938FR","AUS","17:46"
"F9","07/29/2019","0455","N310FR","DEN","21:14"
"F9","07/29/2019","1839","N317FR","SAT","06:56"
"F9","07/29/2021","1087","N702FR","MCO","11:08"
"F9","07/30/2017","0323","N943FR","DEN","18:40"
"F9","07/30/2017","0967","N202FR","COS","07:52"
"F9","07/30/2017","1149","N218FR","LAS","20:53"
"F9","07/30/2017","1623","N943FR","MCO","06:12"
"F9","07/30/2018","0453","N310FR","DEN","06:29"
"F9","07/30/2018","1151","N308FR","LAS","07:41"
"F9","07/30/2018","1843","N926FR","SAT","21:18"
"F9","07/30/2018","1879","N938FR","COS","18:12"
"F9","07/30/2019","1841","N317FR","AUS","06:34"
"F9","07/30/2019","2034","N347FR","MCO","14:21"
"F9","07/30/2019","2035","N202FR","LAS","17:38"
"F9","07/30/2019","2825","N343FR","COS","15:46"
"F9","07/31/2017","0323","N941FR","DEN","19:19"
"F9","07/31/2017","0967","N219FR","COS","07:55"
"F9","07/31/2017","1149","N221FR","LAS","21:21"
"F9","07/31/2017","1623","N941FR","MCO","06:12"
"F9","07/31/2017","1925","N304FR","AUS","13:53"
"F9","07/31/2018","0455","N324FR","DEN","12:52"
"F9","07/31/2018","1151","N329FR","LAS","08:15"
"F9","07/31/2018","1623","N324FR","MCO","06:09"
"F9","07/31/2018","1901","N926FR","AUS","18:00"
"F9","07/31/2019","0455","N938FR","DEN","21:02"
"F9","07/31/2019","1839","N353FR","SAT","06:57"
"F9","08/01/2017","0323","N952FR","DEN","18:50"
"F9","08/01/2017","0967","N203FR","COS","08:14"
"F9","08/01/2017","1149","N219FR","LAS","21:53"
"F9","08/01/2017","1623","N952FR","MCO","07:03"
"F9","08/01/2018","0453","N303FR","DEN","05:55"
"F9","08/01/2018","1151","N310FR","LAS","07:52"
"F9","08/01/2018","1879","N926FR","COS","17:56"
"F9","08/01/2018","1973","N943FR","TUL","16:58"
"F9","08/01/2019","0455","N236FR","DEN","20:30"
"F9","08/01/2019","1841","N353FR","AUS","06:31"
"F9","08/01/2019","2034","N339FR","MCO","15:06"
"F9","08/01/2019","2035","N350FR","LAS","18:22"
"F9","08/01/2019","2825","N227FR","COS","16:18"
"F9","08/01/2021","1087","N706FR","MCO","11:22"
"F9","08/02/2017","0323","N943FR","DEN","22:31"
"F9","08/02/2017","0967","N201FR","COS","07:55"
"F9","08/02/2017","1149","N309FR","LAS","21:42"
"F9","08/02/2017","1623","N943FR","MCO","06:02"
"F9","08/02/2017","1925","N223FR","AUS","12:42"
"F9","08/02/2018","0455","N305FR","DEN","12:00"
"F9","08/02/2018","1151","N228FR","LAS","07:37"
"F9","08/02/2018","1623","N305FR","MCO","05:54"
"F9","08/02/2018","1901","N943FR","AUS","18:07"
"F9","08/02/2019","0455","N310FR","DEN","20:23"
"F9","08/02/2019","1839","N223FR","SAT","06:55"
"F9","08/03/2017","0323","N941FR","DEN","18:50"
"F9","08/03/2017","0967","N221FR","COS","07:46"
"F9","08/03/2017","1149","N210FR","LAS","22:00"
"F9","08/03/2017","1623","N941FR","MCO","06:11"
"F9","08/03/2018","0453","N304FR","DEN","06:00"
"F9","08/03/2018","1151","N205FR","LAS","11:41"
"F9","08/03/2018","1843","N926FR","SAT","19:41"
"F9","08/03/2018","1879","N943FR","COS","18:33"
"F9","08/03/2019","0455","N341FR","DEN","20:43"
"F9","08/03/2019","1841","N308FR","AUS","07:28"
"F9","08/03/2019","2034","N201FR","MCO","17:01"
"F9","08/03/2021","1087","N723FR","MCO","11:42"
"F9","08/04/2017","0323","N941FR","DEN","18:40"
"F9","08/04/2017","0967","N219FR","COS","07:59"
"F9","08/04/2017","1149","N229FR","LAS","22:11"
"F9","08/04/2017","1623","N941FR","MCO","06:08"
"F9","08/04/2017","1925","N301FR","AUS","12:41"
"F9","08/04/2018","0453","N206FR","DEN","05:58"
"F9","08/04/2018","1151","N309FR","LAS","08:28"
"F9","08/04/2018","1879","N926FR","COS","18:48"
"F9","08/04/2018","1973","N941FR","TUL","16:39"
"F9","08/04/2019","0455","N318FR","DEN","22:38"
"F9","08/04/2019","1841","N308FR","AUS","06:32"
"F9","08/04/2019","2034","N346FR","MCO","14:18"
"F9","08/04/2019","2035","N344FR","LAS","17:40"
"F9","08/04/2019","2825","N206FR","COS","15:39"
"F9","08/05/2017","0323","N910FR","DEN","18:44"
"F9","08/05/2017","0967","N202FR","COS","07:45"
"F9","08/05/2017","1149","N210FR","LAS","21:49"
"F9","08/05/2017","1623","N910FR","MCO","06:04"
"F9","08/05/2017","1925","N236FR","AUS","12:39"
"F9","08/05/2018","0455","N301FR","DEN","12:18"
"F9","08/05/2018","1151","N334FR","LAS","07:37"
"F9","08/05/2018","1623","N301FR","MCO","06:45"
"F9","08/05/2018","1901","N941FR","AUS","17:50"
"F9","08/05/2019","0455","N347FR","DEN","20:28"
"F9","08/05/2019","1839","N216FR","SAT","07:07"
"F9","08/05/2021","1087","N716FR","MCO","11:05"
"F9","08/06/2017","0323","N943FR","DEN","18:36"
"F9","08/06/2017","0967","N301FR","COS","08:10"
"F9","08/06/2017","1149","N229FR","LAS","21:23"
"F9","08/06/2017","1623","N943FR","MCO","06:24"
"F9","08/06/2018","0453","N328FR","DEN","06:07"
"F9","08/06/2018","1151","N202FR","LAS","08:53"
"F9","08/06/2018","1843","N235FR","SAT","16:42"
"F9","08/06/2018","1879","N941FR","COS","17:51"
"F9","08/06/2019","1841","N216FR","AUS","06:32"
"F9","08/06/2019","2034","N353FR","MCO","14:14"
"F9","08/06/2019","2035","N338FR","LAS","17:30"
"F9","08/06/2019","2825","N349FR","COS","15:44"
"F9","08/07/2017","0323","N941FR","DEN","18:40"
"F9","08/07/2017","0967","N202FR","COS","08:04"
"F9","08/07/2017","1149","N233FR","LAS","21:19"
"F9","08/07/2017","1623","N941FR","MCO","06:26"
"F9","08/07/2017","1925","N236FR","AUS","13:09"
"F9","08/07/2018","0455","N311FR","DEN","15:08"
"F9","08/07/2018","1151","N309FR","LAS","08:18"
"F9","08/07/2018","1623","N311FR","MCO","08:55"
"F9","08/07/2018","1901","N235FR","AUS","19:30"
"F9","08/07/2019","0455","N943FR","DEN","20:31"
"F9","08/07/2019","1839","N323FR","SAT","09:06"
"F9","08/08/2017","0323","N910FR","DEN","18:42"
"F9","08/08/2017","0967","N220FR","COS","08:24"
"F9","08/08/2017","1149","N218FR","LAS","22:26"
"F9","08/08/2017","1623","N910FR","MCO","06:09"
"F9","08/08/2018","0453","N326FR","DEN","06:18"
"F9","08/08/2018","1151","N317FR","LAS","07:35"
"F9","08/08/2018","1879","N235FR","COS","19:16"
"F9","08/08/2018","1973","N943FR","TUL","17:49"
"F9","08/08/2019","0455","N949FR","DEN","20:34"
"F9","08/08/2019","1841","N323FR","AUS","06:33"
"F9","08/08/2019","2034","N309FR","MCO","14:14"
"F9","08/08/2019","2035","N202FR","LAS","18:17"
"F9","08/08/2019","2825","N216FR","COS","15:47"
"F9","08/08/2021","1087","N721FR","MCO","11:22"
"F9","08/09/2017","0323","N951FR","DEN","18:36"
"F9","08/09/2017","0967","N230FR","COS","08:02"
"F9","08/09/2017","1149","N228FR","LAS","21:25"
"F9","08/09/2017","1623","N951FR","MCO","06:06"
"F9","08/09/2017","1925","N236FR","AUS","12:32"
"F9","08/09/2018","0455","N232FR","DEN","17:29"
"F9","08/09/2018","1151","N311FR","LAS","07:45"
"F9","08/09/2018","1623","","MCO","00:00"
"F9","08/09/2018","1901","N943FR","AUS","20:00"
"F9","08/09/2019","0455","N207FR","DEN","20:49"
"F9","08/09/2019","1839","N223FR","SAT","07:20"
"F9","08/10/2017","0323","N926FR","DEN","18:42"
"F9","08/10/2017","0967","N232FR","COS","08:04"
"F9","08/10/2017","1149","N218FR","LAS","21:52"
"F9","08/10/2017","1623","N926FR","MCO","06:10"
"F9","08/10/2018","0453","N328FR","DEN","05:58"
"F9","08/10/2018","1151","N318FR","LAS","07:42"
"F9","08/10/2018","1843","N949FR","SAT","17:12"
"F9","08/10/2018","1879","N943FR","COS","18:20"
"F9","08/10/2019","0455","N202FR","DEN","20:23"
"F9","08/10/2019","1841","N223FR","AUS","07:55"
"F9","08/10/2019","2034","N236FR","MCO","17:10"
"F9","08/10/2021","1087","N717FR","MCO","11:13"
"F9","08/11/2017","0323","N953FR","DEN","22:41"
"F9","08/11/2017","0967","N211FR","COS","08:09"
"F9","08/11/2017","1149","N305FR","LAS","21:46"
"F9","08/11/2017","1623","N953FR","MCO","06:32"
"F9","08/11/2017","1925","N236FR","AUS","12:38"
"F9","08/11/2018","0453","N316FR","DEN","05:50"
"F9","08/11/2018","1151","N205FR","LAS","07:38"
"F9","08/11/2018","1879","N949FR","COS","18:09"
"F9","08/11/2018","1973","N926FR","TUL","17:15"
"F9","08/11/2019","0455","N350FR","DEN","22:40"
"F9","08/11/2019","1841","N223FR","AUS","06:55"
"F9","08/11/2019","2034","N318FR","MCO","16:51"
"F9","08/11/2019","2035","N311FR","LAS","20:54"
"F9","08/11/2019","2825","N337FR","COS","15:26"
"F9","08/12/2017","0323","N948FR","DEN","18:38"
"F9","08/12/2017","0967","N311FR","COS","08:42"
"F9","08/12/2017","1149","N206FR","LAS","22:15"
"F9","08/12/2017","1623","N948FR","MCO","06:06"
"F9","08/12/2017","1925","N210FR","AUS","12:44"
"F9","08/12/2018","0453","N301FR","DEN","07:09"
"F9","08/12/2018","1901","N211FR","AUS","07:38"
"F9","08/12/2019","0457","N238FR","DEN","21:23"
"F9","08/12/2019","1839","N343FR","SAT","06:57"
"F9","08/12/2021","1087","N717FR","MCO","11:58"
"F9","08/13/2017","0323","N943FR","DEN","18:42"
"F9","08/13/2017","0967","N236FR","COS","08:01"
"F9","08/13/2017","1149","N228FR","LAS","21:41"
"F9","08/13/2017","1623","N943FR","MCO","06:10"
"F9","08/13/2018","0453","N211FR","DEN","05:53"
"F9","08/13/2018","1148","N220FR","MCO","15:13"
"F9","08/13/2018","1151","","LAS","00:00"
"F9","08/13/2018","1841","N329FR","SAT","07:34"
"F9","08/13/2019","0457","N313FR","DEN","21:15"
"F9","08/13/2019","1841","N332FR","AUS","07:51"
"F9","08/13/2019","2034","N356FR","MCO","14:43"
"F9","08/13/2019","2035","N238FR","LAS","19:32"
"F9","08/13/2019","2825","N230FR","COS","15:26"
"F9","08/14/2017","0323","N941FR","DEN","19:04"
"F9","08/14/2017","0967","N311FR","COS","08:08"
"F9","08/14/2017","1141","N230FR","AUS","12:35"
"F9","08/14/2017","1149","N221FR","LAS","21:22"
"F9","08/14/2017","1623","N941FR","MCO","06:49"
"F9","08/14/2018","0453","N329FR","DEN","06:01"
"F9","08/14/2018","1901","N232FR","AUS","07:33"
"F9","08/14/2019","0455","N227FR","DEN","21:22"
"F9","08/14/2019","1839","N336FR","SAT","06:52"
"F9","08/15/2017","0323","N953FR","DEN","18:45"
"F9","08/15/2017","0967","N202FR","COS","07:53"
"F9","08/15/2017","1149","N206FR","LAS","21:59"
"F9","08/15/2017","1623","N953FR","MCO","06:33"
"F9","08/15/2018","0453","N205FR","DEN","15:21"
"F9","08/15/2018","1148","N313FR","MCO","15:43"
"F9","08/15/2018","1151","N313FR","LAS","21:37"
"F9","08/15/2018","1973","N232FR","TUL","08:39"
"F9","08/15/2019","0455","N228FR","DEN","21:38"
"F9","08/15/2019","1841","N336FR","AUS","06:46"
"F9","08/15/2019","2034","N335FR","MCO","17:32"
"F9","08/15/2019","2035","N201FR","LAS","19:45"
